product_id;sku;category_id
3968;ELCX3282663;10009
3969;ELCX3282746;211
3969;ELCX3282746;233
3969;ELCX3282746;2240
3969;ELCX3282746;2387
3969;ELCX3282746;2388
3969;ELCX3282746;2485
3969;ELCX3282746;2487
3969;ELCX3282746;8609
3969;ELCX3282746;8612
3969;ELCX3282746;10009
3969;ELCX3282746;211
3969;ELCX3282746;233
3969;ELCX3282746;2240
3969;ELCX3282746;2387
3969;ELCX3282746;2388
3969;ELCX3282746;2485
3969;ELCX3282746;2487
3969;ELCX3282746;8609
3969;ELCX3282746;8612
3969;ELCX3282746;10009
3969;ELCX3282746;211
3969;ELCX3282746;233
3969;ELCX3282746;2240
3969;ELCX3282746;2387
3969;ELCX3282746;2388
3969;ELCX3282746;2485
3969;ELCX3282746;2487
3969;ELCX3282746;8609
3969;ELCX3282746;8612
3969;ELCX3282746;10009
3969;ELCX3282746;211
3969;ELCX3282746;233
3969;ELCX3282746;2240
3969;ELCX3282746;2387
3969;ELCX3282746;2388
3969;ELCX3282746;2485
3969;ELCX3282746;2487
3969;ELCX3282746;8609
3969;ELCX3282746;8612
3969;ELCX3282746;10009
3970;ELCX3282846;211
3970;ELCX3282846;233
3970;ELCX3282846;215
3970;ELCX3282846;216
3970;ELCX3282846;2223
3970;ELCX3282846;2240
3970;ELCX3282846;2387
3970;ELCX3282846;2388
3970;ELCX3282846;2485
3970;ELCX3282846;2487
3970;ELCX3282846;8609
3970;ELCX3282846;8612
3970;ELCX3282846;10009
3970;ELCX3282846;211
3970;ELCX3282846;233
3970;ELCX3282846;215
3970;ELCX3282846;216
3970;ELCX3282846;2223
3970;ELCX3282846;2240
3970;ELCX3282846;2387
3970;ELCX3282846;2388
3970;ELCX3282846;2485
3970;ELCX3282846;2487
3970;ELCX3282846;8609
3970;ELCX3282846;8612
3970;ELCX3282846;10009
3970;ELCX3282846;211
3970;ELCX3282846;233
3970;ELCX3282846;215
3970;ELCX3282846;216
3970;ELCX3282846;2223
3970;ELCX3282846;2240
3970;ELCX3282846;2387
3970;ELCX3282846;2388
3970;ELCX3282846;2485
3970;ELCX3282846;2487
3970;ELCX3282846;8609
3970;ELCX3282846;8612
3970;ELCX3282846;10009
3970;ELCX3282846;211
3970;ELCX3282846;233
3970;ELCX3282846;215
3970;ELCX3282846;216
3970;ELCX3282846;2223
3970;ELCX3282846;2240
3970;ELCX3282846;2387
3970;ELCX3282846;2388
3970;ELCX3282846;2485
3970;ELCX3282846;2487
3970;ELCX3282846;8609
3970;ELCX3282846;8612
3970;ELCX3282846;10009
3971;CJMX3283046;211
3971;CJMX3283046;2422
3971;CJMX3283046;2427
3971;CJMX3283046;9028
3971;CJMX3283046;9029
3971;CJMX3283046;10279
3971;CJMX3283046;211
3971;CJMX3283046;2422
3971;CJMX3283046;2427
3971;CJMX3283046;9028
3971;CJMX3283046;9029
3971;CJMX3283046;10279
3971;CJMX3283046;211
3971;CJMX3283046;2422
3971;CJMX3283046;2427
3971;CJMX3283046;9028
3971;CJMX3283046;9029
3971;CJMX3283046;10279
3971;CJMX3283046;211
3971;CJMX3283046;2422
3971;CJMX3283046;2427
3971;CJMX3283046;9028
3971;CJMX3283046;9029
3971;CJMX3283046;10279
3974;TECX3283446;211
3974;TECX3283446;226
3974;TECX3283446;313
3974;TECX3283446;215
3974;TECX3283446;216
3974;TECX3283446;331
3974;TECX3283446;2223
3974;TECX3283446;325
3974;TECX3283446;9319
3974;TECX3283446;211
3974;TECX3283446;226
3974;TECX3283446;313
3974;TECX3283446;215
3974;TECX3283446;216
3974;TECX3283446;331
3974;TECX3283446;2223
3974;TECX3283446;325
3974;TECX3283446;9319
3974;TECX3283446;211
3974;TECX3283446;226
3974;TECX3283446;313
3974;TECX3283446;215
3974;TECX3283446;216
3974;TECX3283446;331
3974;TECX3283446;2223
3974;TECX3283446;325
3974;TECX3283446;9319
3974;TECX3283446;211
3974;TECX3283446;226
3974;TECX3283446;313
3974;TECX3283446;215
3974;TECX3283446;216
3974;TECX3283446;331
3974;TECX3283446;2223
3974;TECX3283446;325
3974;TECX3283446;9319
3975;TEYX3283546;211
3975;TEYX3283546;271
3975;TEYX3283546;2422
3975;TEYX3283546;2524
3975;TEYX3283546;226
3975;TEYX3283546;227
3975;TEYX3283546;9014
3975;TEYX3283546;2487
3975;TEYX3283546;9326
3975;TEYX3283546;2485
3975;TEYX3283546;2496
3975;TEYX3283546;10174
3975;TEYX3283546;10178
3975;TEYX3283546;211
3975;TEYX3283546;271
3975;TEYX3283546;2422
3975;TEYX3283546;2524
3975;TEYX3283546;226
3975;TEYX3283546;227
3975;TEYX3283546;9014
3975;TEYX3283546;2487
3975;TEYX3283546;9326
3975;TEYX3283546;2485
3975;TEYX3283546;2496
3975;TEYX3283546;10174
3975;TEYX3283546;10178
3975;TEYX3283546;211
3975;TEYX3283546;271
3975;TEYX3283546;2422
3975;TEYX3283546;2524
3975;TEYX3283546;226
3975;TEYX3283546;227
3975;TEYX3283546;9014
3975;TEYX3283546;2487
3975;TEYX3283546;9326
3975;TEYX3283546;2485
3975;TEYX3283546;2496
3975;TEYX3283546;10174
3975;TEYX3283546;10178
3975;TEYX3283546;211
3975;TEYX3283546;271
3975;TEYX3283546;2422
3975;TEYX3283546;2524
3975;TEYX3283546;226
3975;TEYX3283546;227
3975;TEYX3283546;9014
3975;TEYX3283546;2487
3975;TEYX3283546;9326
3975;TEYX3283546;2485
3975;TEYX3283546;2496
3975;TEYX3283546;10174
3975;TEYX3283546;10178
3984;TEWX3284046;216
3984;TEWX3284046;331
3984;TEWX3284046;211
3984;TEWX3284046;1264
3984;TEWX3284046;215
3984;TEWX3284046;216
3984;TEWX3284046;331
3984;TEWX3284046;211
3984;TEWX3284046;1264
3984;TEWX3284046;215
3989;TETX3285746;211
3989;TETX3285746;252
3989;TETX3285746;253
3989;TETX3285746;215
3989;TETX3285746;216
3989;TETX3285746;363
3989;TETX3285746;2223
3989;TETX3285746;2227
3989;TETX3285746;2358
3989;TETX3285746;2485
3989;TETX3285746;2487
3989;TETX3285746;2494
3989;TETX3285746;9310
3989;TETX3285746;9317
3989;TETX3285746;1276
3989;TETX3285746;211
3989;TETX3285746;252
3989;TETX3285746;253
3989;TETX3285746;215
3989;TETX3285746;216
3989;TETX3285746;363
3989;TETX3285746;2223
3989;TETX3285746;2227
3989;TETX3285746;2358
3989;TETX3285746;2485
3989;TETX3285746;2487
3989;TETX3285746;2494
3989;TETX3285746;9310
3989;TETX3285746;9317
3989;TETX3285746;1276
3989;TETX3285746;211
3989;TETX3285746;252
3989;TETX3285746;253
3989;TETX3285746;215
3989;TETX3285746;216
3989;TETX3285746;363
3989;TETX3285746;2223
3989;TETX3285746;2227
3989;TETX3285746;2358
3989;TETX3285746;2485
3989;TETX3285746;2487
3989;TETX3285746;2494
3989;TETX3285746;9310
3989;TETX3285746;9317
3989;TETX3285746;1276
3989;TETX3285746;211
3989;TETX3285746;252
3989;TETX3285746;253
3989;TETX3285746;215
3989;TETX3285746;216
3989;TETX3285746;363
3989;TETX3285746;2223
3989;TETX3285746;2227
3989;TETX3285746;2358
3989;TETX3285746;2485
3989;TETX3285746;2487
3989;TETX3285746;2494
3989;TETX3285746;9310
3989;TETX3285746;9317
3989;TETX3285746;1276
3990;CJNX3262147;211
3990;CJNX3262147;9034
3990;CJNX3262147;9036
3990;CJNX3262147;211
3990;CJNX3262147;9034
3990;CJNX3262147;9036
3993;CJNX3262150;211
3993;CJNX3262150;9034
3993;CJNX3262150;9036
3993;CJNX3262150;211
3993;CJNX3262150;9034
3993;CJNX3262150;9036
3994;CJNX3262151;211
3994;CJNX3262151;9034
3994;CJNX3262151;9036
3994;CJNX3262151;211
3994;CJNX3262151;9034
3994;CJNX3262151;9036
3995;CJNX3262152;211
3995;CJNX3262152;9034
3995;CJNX3262152;9036
3995;CJNX3262152;211
3995;CJNX3262152;9034
3995;CJNX3262152;9036
3996;CJNX3262153;211
3996;CJNX3262153;9034
3996;CJNX3262153;9036
3996;CJNX3262153;211
3996;CJNX3262153;9034
3996;CJNX3262153;9036
3999;CJNX3262349;211
3999;CJNX3262349;9034
3999;CJNX3262349;9036
3999;CJNX3262349;211
3999;CJNX3262349;9034
3999;CJNX3262349;9036
4003;CJNX3262353;211
4003;CJNX3262353;9034
4003;CJNX3262353;9036
4003;CJNX3262353;211
4003;CJNX3262353;9034
4003;CJNX3262353;9036
4004;CJNX3262354;211
4004;CJNX3262354;9034
4004;CJNX3262354;9036
4004;CJNX3262354;211
4004;CJNX3262354;9034
4004;CJNX3262354;9036
4005;CJNX3262355;211
4005;CJNX3262355;9034
4005;CJNX3262355;9036
4005;CJNX3262355;211
4005;CJNX3262355;9034
4005;CJNX3262355;9036
4007;CJNX3262357;211
4007;CJNX3262357;9034
4007;CJNX3262357;9036
4007;CJNX3262357;211
4007;CJNX3262357;9034
4007;CJNX3262357;9036
4008;CJNX3262358;211
4008;CJNX3262358;9034
4008;CJNX3262358;9036
4008;CJNX3262358;211
4008;CJNX3262358;9034
4008;CJNX3262358;9036
4009;CJNX3262359;211
4009;CJNX3262359;9034
4009;CJNX3262359;9036
4009;CJNX3262359;211
4009;CJNX3262359;9034
4009;CJNX3262359;9036
4010;CJNX3262360;211
4010;CJNX3262360;9034
4010;CJNX3262360;9036
4010;CJNX3262360;211
4010;CJNX3262360;9034
4010;CJNX3262360;9036
4011;CJNX3262361;211
4011;CJNX3262361;9034
4011;CJNX3262361;9036
4011;CJNX3262361;211
4011;CJNX3262361;9034
4011;CJNX3262361;9036
4012;CJNX3262362;211
4012;CJNX3262362;9034
4012;CJNX3262362;9036
4012;CJNX3262362;211
4012;CJNX3262362;9034
4012;CJNX3262362;9036
4014;CJNX3262364;211
4014;CJNX3262364;9034
4014;CJNX3262364;9036
4014;CJNX3262364;211
4014;CJNX3262364;9034
4014;CJNX3262364;9036
4015;CJNX3262365;211
4015;CJNX3262365;9034
4015;CJNX3262365;9036
4015;CJNX3262365;211
4015;CJNX3262365;9034
4015;CJNX3262365;9036
4016;CJNX3262366;211
4016;CJNX3262366;9034
4016;CJNX3262366;9036
4016;CJNX3262366;211
4016;CJNX3262366;9034
4016;CJNX3262366;9036
4017;CJNX3262446;211
4017;CJNX3262446;9034
4017;CJNX3262446;9036
4017;CJNX3262446;211
4017;CJNX3262446;9034
4017;CJNX3262446;9036
4019;TEWX3262546;211
4019;TEWX3262546;271
4019;TEWX3262546;272
4019;TEWX3262546;211
4019;TEWX3262546;271
4019;TEWX3262546;272
4019;TEWX3262546;211
4019;TEWX3262546;271
4019;TEWX3262546;272
4019;TEWX3262546;211
4019;TEWX3262546;271
4019;TEWX3262546;272
4050;CJMX3268365;211
4050;CJMX3268365;9028
4050;CJMX3268365;9031
4050;CJMX3268365;10299
4050;CJMX3268365;211
4050;CJMX3268365;9028
4050;CJMX3268365;9031
4050;CJMX3268365;10299
4050;CJMX3268365;211
4050;CJMX3268365;9028
4050;CJMX3268365;9031
4050;CJMX3268365;10299
4051;CJMX3268366;211
4051;CJMX3268366;9028
4051;CJMX3268366;9029
4051;CJMX3268366;10280
4051;CJMX3268366;211
4051;CJMX3268366;9028
4051;CJMX3268366;9029
4051;CJMX3268366;10280
4051;CJMX3268366;211
4051;CJMX3268366;9028
4051;CJMX3268366;9029
4051;CJMX3268366;10280
4052;CJMX3268367;211
4052;CJMX3268367;9028
4052;CJMX3268367;9029
4052;CJMX3268367;10280
4052;CJMX3268367;211
4052;CJMX3268367;9028
4052;CJMX3268367;9029
4052;CJMX3268367;10280
4052;CJMX3268367;211
4052;CJMX3268367;9028
4052;CJMX3268367;9029
4052;CJMX3268367;10280
4052;CJMX3268367;211
4052;CJMX3268367;9028
4052;CJMX3268367;9029
4052;CJMX3268367;10280
4062;CJMX3268391;211
4062;CJMX3268391;9028
4062;CJMX3268391;9029
4062;CJMX3268391;10281
4062;CJMX3268391;211
4062;CJMX3268391;9028
4062;CJMX3268391;9029
4062;CJMX3268391;10281
4062;CJMX3268391;211
4062;CJMX3268391;9028
4062;CJMX3268391;9029
4062;CJMX3268391;10281
4065;CJMX3268394;211
4065;CJMX3268394;9028
4065;CJMX3268394;9029
4065;CJMX3268394;10281
4065;CJMX3268394;211
4065;CJMX3268394;9028
4065;CJMX3268394;9029
4065;CJMX3268394;10281
4065;CJMX3268394;211
4065;CJMX3268394;9028
4065;CJMX3268394;9029
4065;CJMX3268394;10281
4068;CJMX3268454;211
4068;CJMX3268454;9028
4068;CJMX3268454;9029
4068;CJMX3268454;10282
4068;CJMX3268454;211
4068;CJMX3268454;9028
4068;CJMX3268454;9029
4068;CJMX3268454;10282
4068;CJMX3268454;211
4068;CJMX3268454;9028
4068;CJMX3268454;9029
4068;CJMX3268454;10282
4069;CJMX3268455;211
4069;CJMX3268455;9028
4069;CJMX3268455;9029
4069;CJMX3268455;10280
4069;CJMX3268455;211
4069;CJMX3268455;9028
4069;CJMX3268455;9029
4069;CJMX3268455;10280
4069;CJMX3268455;211
4069;CJMX3268455;9028
4069;CJMX3268455;9029
4069;CJMX3268455;10280
4070;CJMX3268461;211
4070;CJMX3268461;9028
4070;CJMX3268461;9030
4070;CJMX3268461;10272
4070;CJMX3268461;211
4070;CJMX3268461;9028
4070;CJMX3268461;9030
4070;CJMX3268461;10272
4070;CJMX3268461;211
4070;CJMX3268461;9028
4070;CJMX3268461;9030
4070;CJMX3268461;10272
4082;CJNX3248848;211
4082;CJNX3248848;211
4083;CJNX3248849;211
4083;CJNX3248849;211
4084;CJNX3248850;211
4084;CJNX3248850;211
4085;CJBX3248946;211
4085;CJBX3248946;9034
4085;CJBX3248946;9035
4085;CJBX3248946;211
4085;CJBX3248946;9034
4085;CJBX3248946;9035
4085;CJBX3248946;211
4085;CJBX3248946;9034
4085;CJBX3248946;9035
4085;CJBX3248946;211
4085;CJBX3248946;9034
4085;CJBX3248946;9035
4088;CJBX3248949;211
4088;CJBX3248949;2422
4088;CJBX3248949;9034
4088;CJBX3248949;9035
4088;CJBX3248949;211
4088;CJBX3248949;2422
4088;CJBX3248949;9034
4088;CJBX3248949;9035
4088;CJBX3248949;211
4088;CJBX3248949;2422
4088;CJBX3248949;9034
4088;CJBX3248949;9035
4088;CJBX3248949;211
4088;CJBX3248949;2422
4088;CJBX3248949;9034
4088;CJBX3248949;9035
4090;CJNX3248953;211
4090;CJNX3248953;211
4091;CJNX3248954;211
4091;CJNX3248954;211
4094;CJNX3249147;211
4094;CJNX3249147;211
4095;CJNX3249148;211
4095;CJNX3249148;211
4096;CJNX3249149;211
4096;CJNX3249149;211
4098;CJNX3249151;211
4098;CJNX3249151;211
4099;CJNX3249153;211
4099;CJNX3249153;211
4102;CJNX3249250;211
4102;CJNX3249250;211
4103;CJNX3249251;211
4103;CJNX3249251;211
4105;CJBX3249347;211
4105;CJBX3249347;9034
4105;CJBX3249347;9035
4105;CJBX3249347;211
4105;CJBX3249347;9034
4105;CJBX3249347;9035
4105;CJBX3249347;211
4105;CJBX3249347;9034
4105;CJBX3249347;9035
4105;CJBX3249347;211
4105;CJBX3249347;9034
4105;CJBX3249347;9035
4106;CJBX3249348;211
4106;CJBX3249348;9034
4106;CJBX3249348;9035
4106;CJBX3249348;211
4106;CJBX3249348;9034
4106;CJBX3249348;9035
4106;CJBX3249348;211
4106;CJBX3249348;9034
4106;CJBX3249348;9035
4106;CJBX3249348;211
4106;CJBX3249348;9034
4106;CJBX3249348;9035
4107;CJBX3249349;211
4107;CJBX3249349;9034
4107;CJBX3249349;9035
4107;CJBX3249349;211
4107;CJBX3249349;9034
4107;CJBX3249349;9035
4107;CJBX3249349;211
4107;CJBX3249349;9034
4107;CJBX3249349;9035
4107;CJBX3249349;211
4107;CJBX3249349;9034
4107;CJBX3249349;9035
4111;CJNX3249450;211
4111;CJNX3249450;211
4112;CJNX3249451;211
4112;CJNX3249451;211
4113;CJNX3249452;211
4113;CJNX3249452;211
4114;CJNX3249453;211
4114;CJNX3249453;211
4115;CJNX3249546;211
4115;CJNX3249546;211
4116;CJNX3249547;211
4116;CJNX3249547;211
4117;CJNX3249548;211
4117;CJNX3249548;211
4119;CJNX3249550;211
4119;CJNX3249550;211
4120;CJNX3249551;211
4120;CJNX3249551;211
4122;CJNX3249554;211
4122;CJNX3249554;211
4124;CJNX3249556;211
4124;CJNX3249556;211
4125;CJNX3249557;211
4125;CJNX3249557;211
4126;CJNX3249558;211
4126;CJNX3249558;211
4127;CJNX3249559;211
4127;CJNX3249559;211
4128;CJNX3249560;211
4128;CJNX3249560;2422
4128;CJNX3249560;211
4128;CJNX3249560;2422
4128;CJNX3249560;211
4128;CJNX3249560;2422
4128;CJNX3249560;211
4128;CJNX3249560;2422
4129;CJNX3249561;211
4129;CJNX3249561;211
4130;CJNX3249562;211
4130;CJNX3249562;211
4131;CJNX3249563;211
4131;CJNX3249563;211
4131;CJNX3249563;211
4137;CJNX3252248;215
4137;CJNX3252248;216
4137;CJNX3252248;215
4137;CJNX3252248;216
4140;CJNX3252251;215
4140;CJNX3252251;216
4140;CJNX3252251;215
4140;CJNX3252251;216
4140;CJNX3252251;215
4140;CJNX3252251;216
4142;CJNX3252446;215
4142;CJNX3252446;216
4142;CJNX3252446;215
4142;CJNX3252446;216
4142;CJNX3252446;215
4142;CJNX3252446;216
4143;CJNX3252447;215
4143;CJNX3252447;216
4143;CJNX3252447;215
4143;CJNX3252447;216
4143;CJNX3252447;215
4143;CJNX3252447;216
4145;TETX3252846;211
4145;TETX3252846;252
4145;TETX3252846;253
4145;TETX3252846;216
4145;TETX3252846;215
4145;TETX3252846;1063
4145;TETX3252846;2223
4145;TETX3252846;2227
4145;TETX3252846;2358
4145;TETX3252846;2485
4145;TETX3252846;8596
4145;TETX3252846;9986
4145;TETX3252846;211
4145;TETX3252846;252
4145;TETX3252846;253
4145;TETX3252846;216
4145;TETX3252846;215
4145;TETX3252846;1063
4145;TETX3252846;2223
4145;TETX3252846;2227
4145;TETX3252846;2358
4145;TETX3252846;2485
4145;TETX3252846;8596
4145;TETX3252846;9986
4145;TETX3252846;211
4145;TETX3252846;252
4145;TETX3252846;253
4145;TETX3252846;216
4145;TETX3252846;215
4145;TETX3252846;1063
4145;TETX3252846;2223
4145;TETX3252846;2227
4145;TETX3252846;2358
4145;TETX3252846;2485
4145;TETX3252846;8596
4145;TETX3252846;9986
4145;TETX3252846;211
4145;TETX3252846;252
4145;TETX3252846;253
4145;TETX3252846;216
4145;TETX3252846;215
